Pos.,Topic AuthorKeywords,Total,Cited by,EID,Year,Title,Abstract,Document type,Authors,Author keywords,Both keywords,Country,EID2
,,,14,WOS:000438123000007,2018,Emotion Based Music Recommendation System Using Wearable Physiological Sensors,"Most of the existing music recommendation systems use collaborative or content based recommendation engines. However, the music choice of a user is not only dependent to the historical preferences or music contents. But also dependent to the mood of that user. This paper proposes an emotion based music recommendation framework that learns the emotion of a user from the signals obtained via wearable physiological sensors. In particular, the emotion of a user is classified by a wearable computing device which is integrated with a galvanic skin response (GSR) and photo plethysmography (PPG) physiological sensors. This emotion information is feed to any collaborative or content based recommendation engine as a supplementary data. Thus, existing recommendation engine performances can be increased using these data. Therefore, in this paper emotion recognition problem is considered as arousal and valence prediction from multi-channel physiological signals. Experimental results are obtained on 32 subjects' GSR and PPG signal data with/out feature fusion using decision tree, random forest, support vector machine and k-nearest neighbors algorithms. The results of comprehensive experiments on real data confirm the accuracy of the proposed emotion classification system that can be integrated to any recommendation engine.",Article,"Ayata, D.; Yaslan, Y.; Kamasak, M.E.",Emotion aware recommendation engine; emotion recognition; galvanic skin response; machine learning; physiological signals; photo plethysmography,Emotion aware recommendation engine;emotion recognition;galvanic skin response;machine learning;physiological signals;photo plethysmography,Turkey,2-s2.0-85048199534
,,,12,2-s2.0-84888255673,2013,Evaluating music emotion recognition: Lessons from music genre recognition?,"A fundamental problem with nearly all work in music genre recognition (MGR) is that evaluation lacks validity with respect to the principal goals of MGR. This problem also occurs in the evaluation of music emotion recognition (MER). Standard approaches to evaluation, though easy to implement, do not reliably differentiate between recognizing genre or emotion from music, or by virtue of confounding factors in signals (e.g., equalization). We demonstrate such problems for evaluating an MER system, and conclude with recommendations. © 2013 IEEE.",Conference Paper,Sturm B.L.,Evaluation; machine learning; music emotion recognition; music genre recognition,Evaluation;machine learning;music emotion recognition;music genre recognition;Music emotions;Music genre;Learning systems;Exhibitions,Denmark,
,,,11,WOS:000455159700001,2019,Using Deep Convolutional Neural Network for Emotion Detection on a Physiological Signals Dataset (AMIGOS),"Recommender systems have been based on context and content, and now the technological challenge of making personalized recommendations based on the user emotional state arises through physiological signals that are obtained from devices or sensors. This paper applies the deep learning approach using a deep convolutional neural network on a dataset of physiological signals (electrocardiogram and galvanic skin response), in this case, the AMIGOS dataset. The detection of emotions is done by correlating these physiological signals with the data of arousal and valence of this dataset, to classify the affective state of a person. In addition, an application for emotion recognition based on classic machine learning algorithms is proposed to extract the features of physiological signals in the domain of time, frequency, and non-linear. This application uses a convolutional neural network for the automatic feature extraction of the physiological signals, and through fully connected network layers, the emotion prediction is made. The experimental results on the AMIGOS dataset show that the method proposed in this paper achieves a better precision of the classification of the emotional states, in comparison with the originally obtained by the authors of this dataset.",Article,"Santamaria-Granados, L.; Munoz-Organero, M.; Ramirez-Gonzalez, G.; Abdulhay, E.; Arunkumar, N.",Emotion recognition; deep convolutional neural network; physiological signals; machine learning; AMIGOS dataset,Emotion recognition;deep convolutional neural network;physiological signals;machine learning;AMIGOS dataset;RECOGNITION;DATABASE;MODELS,Colombia;Spain;Jordan;India,
,,,9,2-s2.0-85046090375,2018,A personalized hybrid tourism recommender system,"This paper focuses on building personalized recommender system in the tourism field. The application recommends to a tourist the best attractions in a particular place according to his preferences, his profile and his appreciation to previous visited places. This paper proposes a hybrid recommender system that combines the three most known recommender methods which are: the collaborative filtering (CF), the content-based filtering (CB) and the demographic filtering (DF). In order to implement these recommender methods, we have applied different machine learning algorithms which are the K-nearest neighbors (K-NN) for both CB and CF and the decision tree for the DF. The hybridization is a good choice to make the best of their advantages and to overcome the cold start problem. To enhance the recommendation accuracy, we use two hybridization techniques: switching and weighted. For the weighted approach, a novel linear programming model is applied to obtain the optimal weights' values. An extensive experimental study is conducted based on different evaluation metrics using extracted data from TripAdvisor. Our results show that the hybrid method is more accurate than the other recommender approaches used separately. © 2017 IEEE.",Conference Paper,Kbaier M.E.B.H.; Masri H.; Krichen S.,Collaborative; Content-based; Demographic; Hybrid recommender system; Machine learning; Personalization; Point of Interest; Switching hybridization; Travel recommender system; Weighted hybridization,Collaborative;Content-based;Demographic;Hybrid recommender system;Machine learning;Personalization;Point of Interest;Switching hybridization;Travel recommender system;Weighted hybridization;Artificial intelligence;Collaborative filtering;Data mining;Decision trees;Learning algorithms;Learning systems;Linear programming;Nearest neighbor search;Population statistics;Hybrid recommender systems;Personalizations;Recommender systems,Tunisia,
,,,8,2-s2.0-84911406124,2014,Building a personalized tourist attraction recommender system using crowdsourcing,"We demonstrate how crowdsourcing can be used to automatically build a personalized tourist attraction recommender system, which tailors recommendations to specific individuals, so different people who use the system each get their own list of recommendations, appropriate to their own traits. Recommender systems crucially depend on the availability of reliable and large scale data that allows predicting how a new individual is likely to rate items from the catalog of possible items to recommend. We show how to automate the process of generating this data using crowdsourcing, so that such a system can be built even when such a dataset is not initially available. We first find possible tourist attractions to recommend by scraping such information from Wikipedia. Next, we use crowdsourced workers to filter the data, then provide their opinions regarding these items. Finally, we use machine learning methods to predict how new individuals are likely to rate each attraction, and recommend the items with the highest predicted ratings. Copyright © 2014, International Foundation for Autonomous Agents and Multiagent Systems (www.ifaamas.org). All rights reserved.",Conference Paper,Bachrach Y.; Ceppi S.; Kash I.A.; Key P.; Radlinski F.; Porat E.; Armstrong M.; Sharma V.,Crowdsourcing; Machine learning; Recommender systems,Crowdsourcing;Machine learning;Recommender systems,Israel,
,,,8,WOS:000411420200026,2017,Detecting variation of emotions in online activities,"Online text sources form evolving large scale data repositories out of which valuable knowledge about human emotions can be derived. Beyond the primary emotions which refer to the global emotional signals, deeper understanding of a wider spectrum of emotions is important to detect online public views and attitudes. The present work is motivated by the need to test and provide a system that categorizes emotion in online activities. Such a system can be beneficial for online services, companies recommendations, and social support communities. The main contributions of this work are to: (a) detect primary emotions, social ones, and those that characterize general affective states from online text sources, (b) compare and validate different emotional analysis processes to highlight those that are most efficient, and (c) provide a proof of concept case study to monitor and validate online activity, both explicitly and implicitly. The proposed approaches are tested on three datasets collected from different sources, i.e., news agencies, Twitter, and Facebook, and on different languages, i.e., English and Greek. Study results demonstrate that the methodologies at hand succeed to detect a wider spectrum of emotions out of text sources. (C) 2017 Elsevier Ltd. All rights reserved.",Article,"Chatzakou, D.; Vakali, A.; Kafetsios, K.",Emotion detection; Machine learning; Lexicon-based approach; Hybrid process,Emotion detection;Machine learning;Lexicon-based approach;Hybrid process;SENTIMENT ANALYSIS;PERCEPTIONS;TRANSLATION,Greece,2-s2.0-85026741003
,,,7,WOS:000404609900018,2017,Develop a personalized intelligent music selection system based on heart rate variability and machine learning,"Music often plays an important role in people's daily lives. Because it has the power to affect human emotion, music has gained a place in work environments and in sports training as a way to enhance the performance of particular tasks. Studies have shown that office workers perform certain jobs better and joggers run longer distances when listening to music. However, a personalized music system which can automatically recommend songs according to user's physiological response remains absent. Therefore, this study aims to establish an intelligent music selection system for individual users to enhance their learning performance. We first created an emotional music database using data analytics classifications. During testing, innovative wearable sensing devices were used to detect heart rate variability (HRV) in experiments, which subsequently guided music selection. User emotions were then analyzed and appropriate songs were selected by using the proposed application software (App). Machine learning was used to record user preference, ensuring accurate and precise classification. Significant results generated through experimental validation indicate that this system generates high satisfaction levels, does not increase mental workload, and improves users' performance. Under the trend of the Internet of Things (IoT) and the continuing development of wearable devices, the proposed system could stimulate innovative applications for smart factory, home, and health care.",Article,"Chiu, M.C.; Ko, L.W.",Music recommendation; Personalized music system; Machine learning; Heart rate variability (HRV); Wearable device,Music recommendation;Personalized music system;Machine learning;Heart rate variability (HRV);Wearable device;EXPRESSION;VOICE,Taiwan,2-s2.0-84987660628
,,,7,2-s2.0-84867083416,2012,Emotion recognition of weblog sentences based on an ensemble algorithm of multi-label classification and word emotions,"Weblogs have greatly changed the communication ways of mankind. Affective analysis of blog posts is found valuable for many applications such as text-to-speech synthesis or computer-assisted recommendation. Traditional emotion recognition in text based on single-label classification can not satisfy higher requirements of affective computing. In this paper, the automatic identification of sentence emotion in weblogs is modeled as a multi-label text categorization task. Experiments are carried out on 12273 blog sentences from the Chinese emotion corpus Ren-CECps with 8-dimension emotion annotation. An ensemble algorithm RAKEL is used to recognize dominant emotions from the writer's perspective. Our emotion feature using detailed intensity representation for word emotions outperforms the other main features such as the word frequency feature and the traditional lexicon-based feature. In order to deal with relatively complex sentences, we integrate grammatical characteristics of punctuations, disjunctive connectives, modification relations and negation into features. It achieves 13.51% and 12.49% increases for Micro-averaged F1 and Macro-averaged F1 respectively compared to the traditional lexicon-based feature. Result shows that multiple-dimension emotion representation with grammatical features can efficiently classify sentence emotion in a multi-label problem. © 2012 The Institute of Electrical Engineers of Japan.",Article,Li J.; Ren F.,Emotion Recognition; Machine Learning; Multi-label Classification; Natural Language Processing; Weblog,Emotion Recognition;Machine Learning;Multi-label Classification;Natural Language Processing;Weblog;Automation;Computer aided analysis;Learning algorithms;Learning systems;Natural language processing systems;Social networking (online);Speech synthesis;Affective Computing;Automatic identification;Complex sentences;Computer assisted;Emotion feature;Emotion representation;Ensemble algorithms;Multi-label;Text categorization;Weblogs;Word frequencies;Text processing,Japan,
,,,6,2-s2.0-85062794262,2018,Emotion classification using EEG signals,"This paper proposes a 3D emotional model for classifying emotions of a user while watching a musical video. A standard dataset DEAP (Database for Emotion Analysis using Physiological Signals) Dataset is used for studying and analyzing the human emotions using EEG signals. Participants are shown various videos across multiple trials and their corresponding EEG signals are recorded. The emotional states are classified on the basis of various parameters such as arousal, valence, dominance, and liking for a particular set of video. After relevant pre-processing and noise removal a 3D Emotional model is constructed. The 3D Emotional Model comprising of 8 octants within a Valence-Arousal-Dominance space gives rises to 8 different emotional states namely relaxed, peaceful, bored, disgust, nervous, sad, surprised and excited. The resultant emotional state obtained provides useful insight into the thinking and behaviour of participants in certain scenarios. The EEG based emotional classification can aid the developers to provide relevant recommendations to the user on the basis of his emotional state. Machine learning algorithms like Naïve Bayes, Support Vector Machine (SVM) when applied to the proposed 3D Emotional model classifies the emotion aptly with an accuracy of 78.06% and 58.90% respectively. © 2018 Copyright is held by the owner/author(s). Publication rights",Conference Paper,Dabas H.; Sethi C.; Dua C.; Dalawat M.; Sethia D.,DEAP; EEG; Emotion; Machine Learning; SVM,DEAP;EEG;Emotion;Machine Learning;SVM;3D modeling;Electroencephalography;Learning algorithms;Learning systems;Multimedia systems;Support vector machines;Three dimensional computer graphics;Emotion analysis;Emotion classification;Emotional classification;Emotional models;Emotional state;Physiological signals;Biomedical signal processing,India,
,,,5,2-s2.0-85062793331,2018,A comparative study on detection accuracy of cloud-based emotion recognition services,"The ability of software systems adapting to human's input is a key element in the symbiosis of human-system co-adaptation, where human and software-based systems work together in a close partnership to achieve synergetic goals. This seamless integration will eliminate the barriers between human and machine. A critical requirement for co-adaptive systems is software system's ability to recognize human emotion, in which the system can detect and interpret users' emotions and adapt accordingly. There are numerous solutions that provide the technologies for emotion recognition. However, selecting an appropriate solution for a given task within a specific application domain can be challenging. The vast variation between these solutions makes the selecting task even more difficult. This paper compares cloud-based emotion recognition services offered by Amazon, Google, and Microsoft. These services detect human emotion through facial expression recognition with the utilization of computer vision. The focus of this paper is to measure the detection accuracy of these services. Accuracy is calculated based on the highest confidence rating returned by each service. All three services have been tested with the same dataset. This paper concludes with findings and recommendations based on our comparative analysis among these services. © 2018 ACM.",Conference Paper,Al-Omair O.M.; Huang S.,Affective computing; Co-adaptive systems; Emotion recognition; Facial expression recognition; Human-computer interaction; Machine emotional intelligence; Machine learning,Affective computing;Co-adaptive systems;Emotion recognition;Facial expression recognition;Human-computer interaction;Machine emotional intelligence;Machine learning;Adaptive systems;Computer software;Emotional intelligence;Human computer interaction;Learning systems;Speech recognition;Comparative analysis;Comparative studies;Detection accuracy;Seamless integration;Software systems;Face recognition,United States,
,,,5,2-s2.0-85065253615,2019,Recommendation system for smart lms using machine learning: A literature review,"This paper presents the result of Systematic Literature Review (SLR) on Recommender System (RS) topic as a preliminary toward a further study on designing a smart Learning Management System (LMS) for online learning which adopts Natural Language Processing techniques. As a foundation to a broader study on smart LMS, this study focused on analyzing prominent study reports on recommender systems in general and online learning in particular. The SLR method analyzed papers published in the range of 2013-2018. Out of the 109 papers this study analyzed indepth 42 papers. The study findings confirmed that most of RS studies still focused on e-commerce, movies, tourists, and more whose most popular RS methods were collaborative filtering and content base. Some studies in RS for online education were mostly focused on scheduling, recommendations for courses, books, prospective students and others. The results of this study found that there are still much opportunities to develop methods and approaches for RS in online learning. This study findings gives foundation of our future research to develop a model of conscious contextual recommendation system using Machine Learning based on smart LMS for online learning. © 2018 IEEE.",Conference Paper,Murad D.F.; Heryadi Y.; Wijanarko B.D.; Isa S.M.; Budiharto W.,distance learning; machine learning; online learning; Recommender System; smart LMS,distance learning;machine learning;online learning;Recommender System;smart LMS;Collaborative filtering;Distance education;Education computing;Electronic commerce;Learning algorithms;Learning systems;Natural language processing systems;Online systems;Recommender systems;Contextual recommendations;Learning management system;Literature reviews;NAtural language processing;On-line education;Systematic literature review (SLR);E-learning,Indonesia,
,,,5,2-s2.0-80052231734,2011,Usage of affective computing in recommender systems,In this paper we present the results of three investigations of our broad research on the usage of affect and personality in recommender systems. We improved the accuracy of a content-based recommender system with the inclusion of affective parameters in user and item modeling. We improved the accuracy of a content filtering recommender system under the cold start conditions with the introduction of a personality-based user similarity measure. Furthermore we developed a system for implicit tagging of images with affective metadata.,Article,Tkalcic M.; Kosir A.; Tasic J.,Affective computing; Emotions; Machine learning; Recommender system; User profile,Affective computing;Emotions;Machine learning;Recommender system;User profile;Cold start;Content filtering;Content-based;Machine-learning;Similarity measure;Metadata;Recommender systems,Slovenia,
,,,4,2-s2.0-85042264070,2017,Conceptualization of a personalized ecoach for wellness promotion,"Evidence-based health promotion programs implement clinical practice guidelines built upon results of clinical trials with a definite number of participants, collected during a specific period of time. Wearable technologies allow for continuous observation of wellness parameters of multiple citizens, combined with monitoring of activities and context parameters involved in citizens' wellness. A statistical inference model can describe the relation between multidimensional activities and context parameters, the wellness of an individual and a comparable reference group, utilizing machine learning techniques and knowledge from continuous observations of multiple citizens. This paper presents a holistic concept of a coach system, namely eCoach, that combines specialized medical evidence available from randomized control trials, with individual and reference knowledge to create and reinforce wellness-based recommendations. The eCoach adapts these recommendations in a continuous personalized coaching dialog addressing citizen's needs and preferences. © 2017 Association for Computing Machinery.",Conference Paper,Gerdes M.; Martinez S.; Tjondronegoro D.,AI; Big Data; eCoach; HCI personalization; Holistic observation; Machine learning; Personalized recommendations; Reinforcement,AI;Big Data;eCoach;HCI personalization;Holistic observation;Machine learning;Personalized recommendations;Reinforcement;Artificial intelligence;Health care;Ubiquitous computing;Wearable technology;Clinical practice guidelines;Continuous observation;Machine learning techniques;Personalizations;Personalized recommendation;Randomized control trials;Learning systems,Norway,
,,,3,WOS:000394179700014,2017,Enhancing intelligence in multimodal emotion assessments,"Computer systems are a part of everyday life, since they influence human behavior and stimulate changes in the emotional states of the users. The assessment of users' emotions during their interaction with computer systems can help to provide tailorable website interfaces and better recommendations systems. However, emotions are complex and difficult to identify or assess. Previous studies have shown that, in a real-world scenario, the use of single sensors do not provide an accurate emotional assessment. Hence, in this study, we propose a framework that takes into account multiple sensors so that conclusions can be drawn about the emotional state of the user at the time of interaction. The proposed multi-sensing approach includes several inputs from users (such as speech, facial movements, and everyday activities), and uses an artificial intelligent strategy to map these different responses into one or more emotional states. The Componential Emotion Theory and Scherer's Emotional Semantic Space are used to underpin the theoretical framework. The experimental results show that the combination of outputs generated by multiple sensors provides a more accurate assessment of emotional states than when the sensors are treated individually.",Article,"Goncalves, V.P.; Costa, E.P.; Valejo, A.; Filho, G.P.R.; Johnson, T.M.; Pessin, G.; Ueyama, J.",Affective computing; Computational intelligence; Emotion recognition; Human computer interaction; Multiple sensors; Logical sensors; Machine learning; Multimodal emotion; Components; Real-time; Game,Affective computing;Computational intelligence;Emotion recognition;Human computer interaction;Multiple sensors;Logical sensors;Machine learning;Multimodal emotion;Components;Real-time;Game;MODEL,Brazil;United States,2-s2.0-84986269199
,,,3,2-s2.0-85026875429,2017,Learning inclination to empathy from social media footprints,"In recent years we are witnessing a growing spread of social media footprints, as the consequence of the wide use of applications such as Facebook, Twitter or LinkedIn, which allow people to share content that might provide information about personal preferences and aptitudes. Among the traits that can be inferred, empathy is the ability to feel and share another person's emotions and we consider it as a relevant aspect for the pro€ling and recommendation tasks. We propose a method that predicts its level for the user by exploiting her social media data and using linear regression algorithms. The results show which are the most relevant correlations among the different groups of user's features and the empathy level predicted. ©2017 ACM.",Conference Paper,Polignano M.; Basile P.; Rossiello G.; De Gemmis M.; Semeraro G.,Empathy; Machine learning; Social medium footprint,Empathy;Machine learning;Social medium footprint;Learning systems;Facebook;Linear regression algorithms;LinkedIn;Social media;Social media datum;Social networking (online),Italy,
,,,3,2-s2.0-85069853664,2018,MusicLynx: Exploring Music Through Artist Similarity Graphs,"MusicLynx is a web application for music discovery that enables users to explore an artist similarity graph constructed by linking together various open public data sources. It provides a multifaceted browsing platform that strives for an alternative, graph-based representation of artist connections to the grid-like conventions of traditional recommendation systems. Bipartite graph filtering of the Linked Data cloud, content-based music information retrieval, machine learning on crowd-sourced information and Semantic Web technologies are combined to analyze existing and create new categories of music artists through which they are connected. The categories can uncover similarities between artists who otherwise may not be immediately associated: for example, they may share ethnic background or nationality, common musical style or be signed to the same record label, come from the same geographic origin, share a fate or an affliction, or have made similar lifestyle choices. They may also prefer similar musical keys, instrumentation, rhythmic attributes, or even moods their music evokes. This demonstration is primarily meant to showcase the graph-based artist discovery interface of MusicLynx: how artists are connected through various categories, how the different graph filtering methods affect the topology and geometry of linked artists graphs, and ways in which users can connect to external services for additional content and information about objects of their interest. © 2018 IW3C2 (International World Wide Web Conference Committee), published under Creative Commons CC BY 4.0 License.",Conference Paper,Allik A.; Thalmann F.; Sandler M.,affective computing; graph theory; linked data; machine learning; music discovery and recommendation; music information retrieval; semantic web; similarity modeling; web programming,affective computing;graph theory;linked data;machine learning;music discovery and recommendation;music information retrieval;semantic web;similarity modeling;web programming;Graphic methods;Labels;Recommender systems;Topology;World Wide Web;Artist similarities;Bipartite graphs;Geographic origins;Graph-based representations;Lifestyle choices;Public data source;Semantic Web technology;Information filtering,United Kingdom,
,,,2,WOS:000496315100004,2019,A distributed group recommendation system based on extreme gradient boosting and big data technologies,"Personalized recommendation systems have emerged as useful tools for recommending the appropriate items to individual users. However, in such situations, some items tend to be consumed by groups of users, such as tourist attractions or television programs. With this purpose in mind, Group Recommender Systems (GRSs) are tailored to help groups of users to find suitable items according to their preferences and needs. In general, these systems often confront the sparsity problem, which negatively affects their efficiency. With the increase in the number of users, items, groups, and ratings in the system. Data becomes too big to be processed efficiently by traditional systems. Thus, there is an increasing need for distributed recommendation approaches able to manage the issues related to Big Data and sparsity problem. In this paper, we propose a distributed group recommendation system, which is designed based on Apache Spark to handle large-scale data. It integrates a novel proposed recommendation method, a dimension reduction technique, with supervised and unsupervised learning for dealing efficiently with the curse of dimensionality problem, detecting the groups of users, and improving the prediction quality. Experimental results on three real-world data sets show that our proposal is significantly better than other competitors.",Article,"Hammou, B.A.; Lahcen, A.A.; Mouline, S.",Big data technologies; Group recommendation; Clustering; Machine learning; NoSQL database; Apache spark,Big data technologies;Group recommendation;Clustering;Machine learning;NoSQL database;Apache spark;ALGORITHM,Morocco,2-s2.0-85066822404
,,,2,WOS:000393017900024,2017,A machine learning approach to measure and monitor physical activity in children,"The growing trend of obesity and overweight worldwide has reached epidemic proportions with one third of the global population now considered obese. This is having a significant medical impact on children and adults who are at risk of developing osteoarthritis, coronary heart disease and stroke, type 2 diabetes, cancers, respiratory problems, and non-alcoholic fatty liver disease. In an attempt to redress the issue, physical activity is being promoted as a fundamental component for maintaining a healthy lifestyle. Recommendations for physical activity levels are issued by most governments as part of their public health measures. However, current techniques and protocols, including those used in laboratory settings, have been criticised. The main concern is that it is not feasible to use multiple pieces of measurement hardware, such as VO2 masks and heart rate monitors, to monitor children in free-living environments due to weight and encumbrance constraints. This has prompted research in the use of wearable sensing and machine learning technology to produce classifications for specific physical activity events. This paper builds on this approach and presents a supervised machine learning method that utilises data obtained from accelerometer sensors worn by children in free-living environments. Our results show that when using an artificial neural network algorithm it is possible to obtain an overall accuracy of 96% using four features from the initial dataset, with sensitivity and specificity values equal to 95% and 99% respectively. Expanding the dataset with interpolated cases, it was possible to improve on these results with 98.8% for accuracy, and 99% for sensitivity and specificity when four features were used.",Article,"Fergus, P.; Hussain, A.J.; Hearty, J.; Fairclough, S.; Boddy, L.; Mackintosh, K.; Stratton, G.; Ridgers, N.; Al-Jumeily, D.; Aljaaf, A.J.; Lunn, J.",Physical activity; Overweight; Obesity; Machine learning; Classification; Neural networks; Sensors,Physical activity;Overweight;Obesity;Machine learning;Classification;Neural networks;Sensors;OPERATING CHARACTERISTIC CURVES;FITNESS INSTRUCTION TIME;ENERGY-EXPENDITURE;NEURAL-NETWORKS;SYSTEM;SOFIT;ACCELEROMETRY;CALIBRATION;MODELS,United Kingdom;Australia,
,,,2,WOS:000452548300009,2018,Mood modeling: accuracy depends on active logging and reflection,"Current behavior change systems often demand extremely advanced sensemaking skills, requiring users to interpret personal datasets in order to understand and change behavior. We describe EmotiCal, a system to help people better manage their emotions, that finesses such complex sensemaking by directly recommending specific mood-boosting behaviors to users. This paper first describes how we develop the accurate mood models that underlie these mood-boosting recommendations. We go on to analyze what types of information contribute most to the predictive power of such models, and how we might design systems to reliably collect such predictive information. Our results show that we can derive very accurate mood models with relatively small samples of just 70 users. These models explain 61% of variance by combining: (a) user reflection about the effects of different activities on mood, (b) user explanations of how different activities affect mood, and (c) individual differences. We discuss the implications of these findings for the design of behavior change systems, as well as for theory and practice. Contrary to many recent approaches, our findings argue for the importance of active user reflection rather than passive sensing.",Article,"Springer, A.; Hollis, V.; Whittaker, S.",Mood; Forecasting; System; Reflection; Machine learning; Well-being; Emotion regulation,Mood;Forecasting;System;Reflection;Machine learning;Well-being;Emotion regulation;PHYSICAL-ACTIVITY;DEPRESSION;PLEASANT;SLEEP;VALIDATION;EMOTION;EVENTS;MEMORY;LIFE,United States,
,,,1,2-s2.0-84857566711,2011,Personalized travel suggestions for tourism websites,"The evolution of tourism websites is converging to a set of features and best practices that are becoming standard, in such a way that developing a template and later customizing it to a given tourist region is becoming feasible. A very important feature in this kind of site is showing the touristic suggestions of what the tourist can find in the destination, optimally personalized for him/her. One problem in deploying such functionality however is the lack of user experience data suited to perform data mining when a new site is launched. This paper proposes a solution, customizable to any touristic region, that harnesses the information available in Flickr, crossing it with a Point of Interest (POI) database and using Google Prediction API (Application Programming Interface) to generate personalized travel suggestions, based on the geographical itinerary the user defined with a trip planner tool. © 2011 IEEE.",Conference Paper,Coelho A.; Rodrigues A.,cloud computing; Data mining; Geographical Information Systems (GIS); machine learning; recommendation systems,cloud computing;Data mining;Geographical Information Systems (GIS);machine learning;recommendation systems;Customizable;Geographical information systems;Machine-learning;Point of interest;User experience;Application programming interfaces (API);Geographic information systems;Recommender systems;Systems analysis;Intelligent systems,Portugal,
,,,1,2-s2.0-85069160086,2019,Poster: Bringing context into emoji recommendations,"We present Reeboc that combines machine learning and k-means clustering to analyze the conversation of a chat, extract different emotions or topics of the conversation, and recommend emojis that represent various contexts to the user. Instead of simply analyzing a single input sentence, we consider recent sentences exchanged in a conversation. we performed a user study with 17 participants in 8 groups in a realistic mobile chat environment. Participants spent the least amount of time in identifying and selecting the emojis of their choice with Reeboc (38% faster than without emoji recommendation). © 2019 Copyright held by the owner/author(s).",Conference Paper,Kim J.G.; Gong T.; Huang E.; Kim J.; Lee S.J.; Kim B.; Park J.; Kim W.; Han K.; Ko J.,Emoji recommendation; Machine learning; Mobile applications; User experience,Emoji recommendation;Machine learning;Mobile applications;User experience;Learning systems;Mobile chat;Single input;User study;K-means clustering,South Korea,
,,,1,WOS:000444201500010,2018,"Wearable data analysis, visualisation and recommendations on the go using android middleware","Wearable technology comes with the promise of improving one's lifestyles thru data mining of their physiological condition. The potential to generate a change in daily or routine habits thru these devices leaves little doubt. Whilst the hardware capabilities of wearables have evolved rapidly, software apps that interpret and present the physiological data and make recommendations in a simple, clear and meaningful way have not followed a similar pattern of evolution. Existing fitness apps provide routinely some information to the wearer by mining personal data but the subsequent analysis is limited to supporting ad hoc personal goals. The information and recommendations presented are often either not entirely relevant or incomplete and often not easy to interpret by the wearer. The primary motivation behind this research is to address this wearable technology software challenge by developing a middleware mobile app that is supported by data analytics and machine learning to assist with interpretation of wearer data and with making of personal lifestyle improvement recommendations on the go which may then be used to feedback to the wearer's daily goals and activities. The secondary motivation is to correlate and compare with trends in the wearer's peer community.",Article,"Angelides, M.C.; Wilson, L.A.C.; Echeverria, P.L.B.",Wearable technology; Visual information systems; Machine learning,Wearable technology;Visual information systems;Machine learning,United Kingdom,2-s2.0-85048026243
,,,0,2-s2.0-85065994472,2018,Apollo - A Hybrid Recommender for Museums and Cultural Tourism,"This paper introduces Apollo, a novel hybrid recommender for free-roaming or guided museum visits and cultural tourism. The recommender is based on a new conceptualisation of a visit and the adoption of a minimax (or 'conservative') approach towards user satisfaction modelling. The approach is based on the integration of temporal, spatial and content dynamics captured during a visit and contribute to an estimate of the user satisfaction and a development of an optimal route as a sequence of points of interest. Apollo follows a minimax approach by targeting the minimisation of the highest possible user dissatisfaction or disengagement, rather than looking for a maximisation of the user satisfaction. A considerable effort has been dedicated to the creation of realistic simulation data for items (the exhibits), users (the visitors), and a small amount of ratings of the items by some of the users with specific characteristics selected to represent a realistic scenario. Extensive visit simulations have been conducted and results show a considerable decrease of the probable user dissatisfaction in relation to a baseline recommender. © 2018 IEEE.",Conference Paper,Pavlidis G.,Artificial intelligence; Cultural heritage; Electronic guide; Machine learning; Recommendation; Recommender; Recommender system,Artificial intelligence;Cultural heritage;Electronic guide;Machine learning;Recommendation;Recommender;Recommender system;Intelligent systems;Learning systems;Recommender systems;Cultural heritages;Points of interest;Realistic scenario;Realistic simulation;User satisfaction;Museums,Greece,
